ra,dec,phot_g_mean_mag
238958,-18029,78
240824,-18269,76
241262,-18540,66
241840,-18367,76
242030,-18244,69
242261,-18996,77
242480,-18341,63
242816,-18117,77
243010,-18233,73
243362,-18101,73
243663,-18536,60
244896,-18828,70
245122,-18690,74
246756,-18456,42
247431,-18682,78
249619,-18221,66
249645,-18826,64
250328,-18060,67
251020,-18541,67
252377,-18927,76
253777,-18884,77
254935,-18249,65
255354,-18936,75
255463,-18886,58
256112,-18139,80
256451,-18116,78
258111,-18548,80
259874,-18955,67
259896,-18106,73
260449,-18332,78
260593,-18643,80
261154,-18446,63
261865,-18963,79
263362,-18340,76
263639,-18221,70
264256,-18992,71
266235,-18657,72
266863,-18107,75
268098,-18090,75
268979,-18802,65
269361,-18941,80
270298,-18513,70
271678,-18984,79
271919,-18026,77
272110,-18552,63
272435,-18844,76
272683,-18485,80
272729,-18870,67
272760,-18548,76
273412,-18388,78
273472,-18764,77
273686,-18783,71
273751,-18944,80
273753,-18549,73
273820,-18993,70
273866,-18925,67
273878,-18662,60
273982,-18241,76
274157,-18806,74
274244,-18968,73
274369,-18463,64
274463,-18799,67
274493,-18703,72
274513,-18762,79
274595,-18476,64
274680,-18620,68
274684,-18617,77
274695,-18172,75
274751,-18509,74
275346,-18860,55
276249,-18539,64
276277,-18278,77
276610,-18086,76
276767,-18233,80
276800,-18954,79
276822,-18375,80
277550,-18729,53
277828,-18910,66
277847,-18263,75
277860,-18403,51
278122,-18973,65
278292,-18368,67
278903,-18551,70
279137,-18788,77
279584,-18383,77
281472,-18364,74
281993,-18229,71
282189,-18601,64
282204,-18632,72
282346,-18770,80
282397,-18908,80
282510,-18436,79
283234,-18259,69
283277,-18637,64
284060,-18710,64
284189,-18333,77
284616,-18531,78
284862,-18567,61
284957,-18436,72
285888,-18806,70
286508,-18166,75
286785,-18738,63
287184,-18953,59
287238,-18683,69
288477,-18862,79
289409,-18953,46
289546,-18864,70
289625,-18697,74
289683,-18736,78
290108,-18863,79
290198,-18206,76
290287,-18518,80
290310,-18655,74
290463,-18309,56
290767,-18984,75
291123,-18928,76
291211,-18617,68
291280,-18563,68
291917,-18351,71
292022,-18359,61
292536,-18243,77
292671,-18323,70
292986,-18656,71
293735,-18766,78
294109,-18853,61
294205,-18785,79
294264,-18231,53
296609,-18152,80
296825,-18747,74
298626,-18936,70
299245,-18362,78
299570,-18089,80
300176,-18290,72
300729,-18547,75
300804,-18242,78
301511,-18704,80
301623,-18308,77
302054,-18804,70
303062,-18146,77
303616,-18094,79
304150,-18408,73
304251,-18431,74
304503,-18264,77
305223,-18156,77
305255,-18324,67
305782,-18343,76
306830,-18212,51
307469,-18587,67
307475,-18584,59
310012,-18139,43
310666,-18110,73
311845,-18621,80
312104,-18200,75
312108,-18202,69
312336,-18036,57
313524,-18997,73
313696,-18793,66
314759,-18917,80
316006,-18112,78
316777,-18702,80
317208,-18727,77
317635,-18331,79
320434,-18736,78
321429,-18587,78
321569,-18149,80
323303,-18568,76
324093,-18392,78
324244,-18744,64
324338,-18442,71
325145,-18896,67
325665,-18866,45
326937,-18213,74
327333,-18387,75
327925,-18623,61
327949,-18841,77
331451,-18668,76
332246,-18520,58
335351,-18506,77
336573,-18563,80
339153,-18272,76
340897,-18831,42
341628,-18286,75
344513,-18973,76
345658,-18542,69
347178,-18752,80
347521,-18704,78
348319,-18369,76
349244,-18873,65
349288,-18166,71
349624,-18842,60
349850,-18075,54
350233,-18544,69
350237,-18989,76
351033,-18688,59
353215,-18053,79
355159,-18989,74
355394,-18027,47
356050,-18277,52
356504,-18678,56
356506,-18680,66
357128,-18885,71
357694,-18293,68
357839,-18909,52
357980,-18662,77
358084,-18026,80
358166,-18562,68
358442,-18365,71
359796,-18540,80
935,-17336,45
1826,-17387,62
2140,-17578,53
3042,-17938,47
3307,-17185,72
3482,-17545,74
4870,-17679,77
5012,-17700,63
5999,-17810,73
6346,-17428,66
9182,-17797,80
12183,-17547,76
13282,-17652,76
13958,-17309,80
17162,-17064,75
20840,-17934,61
22025,-17262,73
22240,-17937,65
23934,-17303,80
23972,-17533,70
24838,-17794,76
24941,-17551,71
25565,-17889,73
26816,-17484,73
26909,-17218,75
27641,-17650,77
29317,-17677,67
30974,-17514,63
31195,-17288,63
32187,-17391,70
32190,-17779,52
32890,-17743,58
33017,-17729,69
35521,-17662,55
38363,-17592,77
38768,-17289,77
38986,-17633,68
39024,-17146,76
40303,-17822,77
42427,-17280,73
42958,-17251,76
45277,-17866,79
48289,-17630,77
50822,-17439,64
54073,-17467,52
54291,-17877,79
54903,-17365,66
55517,-17146,77
56415,-17143,80
56877,-17524,77
57886,-17167,74
58696,-17469,76
58707,-17010,79
58932,-17699,76
59944,-17912,70
60257,-17365,78
62208,-17945,80
62255,-17613,79
62367,-17479,77
63001,-17275,62
64078,-17875,72
64695,-17709,72
64754,-17851,74
64972,-17464,69
65142,-17740,78
66378,-17183,76
66503,-17867,78
66992,-17841,67
68110,-17268,78
68121,-17741,76
69080,-17444,79
69518,-17816,73
70107,-17684,73
71612,-17822,76
74053,-17736,72
74686,-17807,67
75329,-17558,79
76155,-17885,78
76170,-17941,80
76786,-17301,69
76927,-17289,69
78319,-17593,78
78387,-17107,73
79201,-17142,65
79343,-17775,67
79529,-17368,78
79694,-17573,77
79968,-17873,75
80480,-17604,61
82285,-17321,75
83183,-17822,26
83253,-17258,74
83415,-17786,78
84693,-17071,80
84818,-17849,67
84821,-17829,72
85376,-17715,80
85560,-17530,57
85645,-17018,80
86442,-17417,77
87579,-17759,77
87672,-17129,79
88047,-17553,75
88618,-17771,80
89030,-17880,78
89073,-17240,78
89562,-17987,78
91193,-17956,78
92320,-17292,77
92911,-17445,80
93193,-17763,65
93574,-17480,78
93982,-17029,71
94132,-17506,79
94922,-17526,72
97156,-17466,54
97408,-17011,70
97664,-17923,75
98199,-17710,77
99431,-17013,67
99493,-17223,77
100017,-17294,73
100392,-17534,75
101420,-17178,69
101901,-17509,70
102569,-17292,66
102591,-17085,53
102744,-17854,80
103650,-17917,76
103817,-17215,80
104034,-17054,44
104263,-17099,65
104287,-17560,79
104558,-17779,73
105300,-17393,76
105488,-17644,73
105502,-17355,80
105672,-17582,74
107109,-17556,71
107855,-17331,66
109054,-17296,78
109339,-17776,76
109766,-17213,65
109827,-17525,67
110586,-17812,78
110803,-17772,71
110974,-17414,67
111394,-17721,80
111596,-17836,80
111783,-17865,56
112335,-17345,70
112396,-17574,62
112547,-17068,72
112817,-17688,79
112909,-17198,80
113801,-17548,72
113840,-17927,79
114908,-17872,76
115019,-17467,72
115292,-17145,80
115746,-17061,68
116066,-17864,77
116152,-17291,78
116180,-17693,75
116249,-17726,77
117192,-17408,80
117422,-17229,48
119729,-17057,70
120122,-17930,72
120126,-17034,74
121135,-17666,59
121282,-17024,71
121327,-17985,80
121349,-17103,75
121663,-17297,75
121816,-17369,61
123733,-17276,69
123741,-17699,80
125227,-17358,78
125311,-17004,80
125477,-17586,54
126414,-17439,61
126668,-17243,80
127753,-17006,78
128285,-17982,78
129224,-17971,73
129551,-17285,78
129973,-17304,43
131839,-17053,64
133402,-17359,72
134207,-17435,73
134207,-17433,71
134651,-17354,73
134906,-17186,78
135937,-17497,61
136173,-17237,71
136332,-17340,71
137032,-17867,74
137157,-17254,76
137700,-17806,80
139794,-17186,76
140622,-17894,69
141250,-17219,72
141486,-17947,67
142361,-17505,71
144750,-17624,67
145301,-17383,73
145908,-17432,78
146215,-17706,62
146808,-17206,60
148347,-17926,65
148897,-17470,58
149267,-17611,80
150407,-17333,72
150502,-17992,73
150835,-17182,76
151150,-17939,76
151724,-17444,67
151773,-17484,77
151790,-17142,50
152823,-17636,72
154406,-17537,79
155283,-17985,64
156832,-17415,75
157888,-17077,78
158937,-17373,69
159480,-17735,78
159642,-17888,77
160666,-17569,78
160667,-17730,79
161717,-17297,54
163163,-17031,76
163235,-17277,70
164191,-17453,77
164817,-17623,76
167785,-17132,80
168277,-17256,70
169962,-17905,78
170882,-17621,75
171220,-17684,40
172312,-17358,76
172490,-17769,67
172498,-17886,74
173936,-17927,74
175290,-17706,67
175510,-17016,75
177409,-17616,80
177620,-17740,77
177717,-17211,76
177911,-17569,76
179004,-17151,52
182201,-17154,73
182524,-17538,65
186497,-17929,76
186958,-17479,80
187124,-17301,77
188171,-17221,78
188479,-17078,71
188914,-17151,70
189399,-17264,76
191178,-17778,67
192763,-17335,79
193301,-17200,79
194396,-17395,78
194616,-17333,74
195343,-17882,72
196080,-17237,78
196259,-17679,79
196362,-17005,75
197363,-17233,77
197772,-17090,71
199689,-17134,73
200754,-17735,51
201795,-17929,69
205211,-17793,78
205417,-17325,80
205450,-17553,79
206130,-17937,75
206817,-17076,80
206856,-17860,46
208589,-17180,61
210464,-17894,80
210766,-17367,58
211639,-17456,69
215114,-17528,74
216744,-17652,75
217052,-17291,77
221471,-17699,68
222132,-17340,77
222132,-17340,73
222896,-17791,64
224522,-17364,63
225777,-17633,67
226129,-17904,76
227062,-17093,79
228641,-17769,62
231357,-17094,80
232394,-17441,67
232913,-17023,74
233249,-17247,77
233748,-17139,67
234149,-17015,76
234672,-17665,68
236718,-17109,73
237468,-17902,67
237620,-17349,72
239490,-17090,77
241812,-17936,78
242375,-17188,77
244613,-17388,73
245723,-17019,68
246757,-17769,71
247190,-17985,71
247911,-17713,80
250393,-17742,46
251051,-17442,80
251644,-17596,80
252850,-17940,77
253487,-17977,72
254002,-17906,76
254284,-17820,80
255297,-17345,79
256123,-17493,69
256201,-17958,77
257062,-17609,57
257106,-17048,74
258064,-17247,76
258906,-17228,69
259184,-17915,71
259972,-17757,75
259972,-17757,63
260594,-17340,80
262493,-17815,75
263246,-17496,65
263349,-17303,78
263495,-17836,78
264055,-17864,74
265530,-17050,80
266037,-17744,74
266070,-17437,69
268321,-17484,78
268495,-17412,76
270346,-17157,55
270588,-17129,75
270676,-17522,78
270775,-17414,75
270841,-17610,71
271089,-17353,74
271951,-17154,52
272540,-17733,78
272633,-17758,80
273185,-17415,68
273435,-17157,71
273991,-17608,75
274298,-17374,52
274477,-17829,68
274601,-17534,67
274959,-17751,64
275251,-17152,80
275288,-17382,76
275625,-17533,77
275754,-17677,76
276202,-17249,80
276666,-17655,80
276733,-17198,80
276773,-17325,75
276985,-17800,62
278552,-17695,78
279174,-17207,77
279465,-17231,66
280333,-17074,68
280542,-17011,65
281404,-17545,71
282184,-17036,78
282833,-17154,68
283970,-17911,79
284185,-17444,65
284867,-17880,80
285107,-17484,77
285179,-17216,71
285460,-17352,79
286827,-17242,76
287237,-17536,80
287518,-17506,71
288592,-17902,77
288712,-17347,75
289264,-17054,80
289381,-17822,80
289404,-17922,80
289656,-17216,80
290133,-17044,66
290418,-17847,39
290423,-17246,73
290749,-17521,80
290868,-17856,78
290954,-17196,70
291920,-17266,75
295065,-17891,74
296128,-17401,79
296788,-17078,57
296917,-17071,71
297002,-17480,76
300466,-17550,79
300773,-17348,72
301766,-17195,78
304687,-17855,77
304929,-17488,79
306132,-17011,74
306632,-17378,72
307099,-17334,80
307215,-17814,68
307215,-17814,48
307246,-17435,65
307253,-17876,62
307835,-17139,69
309454,-17123,71
309677,-17065,73
310330,-17378,66
311642,-17163,75
312877,-17507,74
313699,-17923,54
313949,-17114,71
314039,-17243,72
314383,-17733,72
315216,-17531,57
315592,-17311,78
315834,-17469,71
316213,-17163,72
316487,-17233,41
316897,-17977,77
316936,-17456,62
318448,-17566,74
318778,-17345,58
319489,-17985,54
319565,-17462,70
324485,-17210,68
325495,-17222,69
325885,-17387,74
326614,-17924,71
326902,-17295,77
328174,-17067,76
329192,-17897,67
329865,-17996,69
330079,-17386,78
330327,-17517,75
330550,-17904,60
331046,-17812,79
332065,-17837,77
332524,-17994,77
336140,-17593,72
336762,-17264,74
338255,-17502,74
338342,-17773,79
338920,-17620,71
338953,-17461,59
341855,-17551,67
341867,-17579,78
344803,-17159,80
346303,-17079,57
348144,-17322,77
350968,-17789,74
351101,-17319,68
353152,-17612,80
355441,-17817,46
356519,-17136,78
358857,-17826,76
113,-16697,74
438,-16532,75
1083,-16529,55
1227,-16855,73
3818,-16756,76
5693,-16568,77
6224,-16028,79
6919,-16409,71
9549,-16245,76
10119,-16517,62
11424,-16424,64
11497,-16652,72
13529,-16175,73
13798,-16972,77
15032,-16639,78
15334,-16295,80
15411,-16266,61
17597,-16307,74
20753,-16488,78
20761,-16560,75
22890,-16771,78
23158,-16148,80
25149,-16293,80
28217,-16929,57
29314,-16424,75
29441,-16132,74
30486,-16569,72
31126,-16217,74
32230,-16009,79
32384,-16963,79
32404,-16126,74
33521,-16890,76
34177,-16281,80
35577,-16507,70
36040,-16254,66
38154,-16727,78
38510,-16131,74
40003,-16308,75
40003,-16097,77
40578,-16021,74
42166,-16811,79
43198,-16619,79
43977,-16059,79
45021,-16066,78
46381,-16608,73
46614,-16202,80
47820,-16025,59
47931,-16577,79
48066,-16059,76
48941,-16829,80
52857,-16779,75
53552,-16164,73
57543,-16775,79
57628,-16688,80
58837,-16148,78
61037,-16589,60
62324,-16386,54
63546,-16549,74
63751,-16181,68
63861,-16445,68
64445,-16733,79
65038,-16437,68
65172,-16830,60
66042,-16042,78
66395,-16418,75
67754,-16888,80
69540,-16728,75
69933,-16963,68
71141,-16065,74
71902,-16934,53
72136,-16329,56
72162,-16166,71
72549,-16217,48
73266,-16965,80
73778,-16741,55
73828,-16418,55
74200,-16135,75
74517,-16185,80
74544,-16780,67
74591,-16695,80
74755,-16375,73
74755,-16375,58
75100,-16095,78
78233,-16206,33
78346,-16909,75
78517,-16665,72
79536,-16187,74
81062,-16043,79
81119,-16976,56
81372,-16615,78
81792,-16524,72
82982,-16677,68
83174,-16319,61
84107,-16700,77
84658,-16920,75
85299,-16875,72
85423,-16726,62
85956,-16331,80
86745,-16646,68
86782,-16238,59
88378,-16265,72
88399,-16008,75
89905,-16786,76
90393,-16399,68
90825,-16043,73
91246,-16484,47
91451,-16959,79
91460,-16236,78
91639,-16896,69
91660,-16519,63
92835,-16590,77
94032,-16618,59
94420,-16248,80
94424,-16816,48
94454,-16754,79
95231,-16986,72
95287,-16677,80
95332,-16804,75
95599,-16730,77
95928,-16467,65
96088,-16225,69
96364,-16391,80
96628,-16601,70
97600,-16943,72
97790,-16642,77
98583,-16011,75
98889,-16008,78
98962,-16103,74
99254,-16357,78
99648,-16874,60
99690,-16261,71
100073,-16478,77
100121,-16012,79
100499,-16007,70
100924,-16050,69
101533,-16483,76
101810,-16066,78
102203,-16212,73
102437,-16310,74
102592,-16941,76
103141,-16608,76
103192,-16212,71
103641,-16757,72
103920,-16864,77
104345,-16386,78
104383,-16889,72
104601,-16055,71
104647,-16314,79
105521,-16796,79
105706,-16699,65
105773,-16006,64
106206,-16285,79
106398,-16693,79
106632,-16551,80
107389,-16235,60
107467,-16235,66
107774,-16140,80
108984,-16235,68
109080,-16717,80
109655,-16645,72
109868,-16396,56
110582,-16311,65
110703,-16726,71
111167,-16202,52
113054,-16966,74
113554,-16187,66
114032,-16895,74
114088,-16281,72
114536,-16044,70
114588,-16055,79
114827,-16318,78
114851,-16847,59
115579,-16069,68
115600,-16334,75
116938,-16014,56
117391,-16861,80
117861,-16606,76
118421,-16853,78
119161,-16628,73
119166,-16532,71
119824,-16683,79
120043,-16954,68
121475,-16401,75
122369,-16249,56
123822,-16429,70
124117,-16321,76
124346,-16285,63
124502,-16861,78
124557,-16802,78
126203,-16277,78
126367,-16984,78
126971,-16875,77
127208,-16063,70
127772,-16005,71
128227,-16090,79
128293,-16225,80
128390,-16110,63
129290,-16020,72
129794,-16033,80
132400,-16032,79
133002,-16906,78
133272,-16953,61
134142,-16709,54
134514,-16826,75
134684,-16132,57
134693,-16749,65
134808,-16503,68
135139,-16153,75
135593,-16310,79
137186,-16278,62
137274,-16759,78
137543,-16863,69
137646,-16972,80
139610,-16630,79
139742,-16801,69
140876,-16666,73
141302,-16389,77
141671,-16444,72
141753,-16013,64
142145,-16524,77
143656,-16376,69
144486,-16236,80
144549,-16717,67
145073,-16348,72
145827,-16328,77
146708,-16547,78
147853,-16558,80
147998,-16535,58
148750,-16194,63
149415,-16522,66
149785,-16012,76
149955,-16286,78
150625,-16016,80
151296,-16954,76
151858,-16429,78
152738,-16931,66
153058,-16179,69
153072,-16086,76
154068,-16142,70
155112,-16717,79
156401,-16752,71
156522,-16837,33
157058,-16289,77
157551,-16674,78
158171,-16959,75
159069,-16344,52
159645,-16876,46
160041,-16373,76
160534,-16092,74
161489,-16736,78
162407,-16193,27
162705,-16620,80
163169,-16588,69
163266,-16933,79
163940,-16367,74
164879,-16354,51
165371,-16946,75
166608,-16531,66
168544,-16886,68
169804,-16246,75
170772,-16605,80
172218,-16595,65
173312,-16281,59
173516,-16046,65
174119,-16850,70
174773,-16612,68
174960,-16620,51
175295,-16683,72
176410,-16078,80
177039,-16549,72
177218,-16598,69
178345,-16593,76
178391,-16115,72
179856,-16052,80
180066,-16674,80
182845,-16791,69
184264,-16694,60
184479,-16953,76
184828,-16274,66
186956,-16632,61
187162,-16006,71
187267,-16392,77
187465,-16516,30
188016,-16196,42
188225,-16660,72
188654,-16354,77
188928,-16826,66
192837,-16916,80
193301,-16592,78
194030,-16893,78
194859,-16534,77
195434,-16580,78
195739,-16881,69
195839,-16280,79
195912,-16337,76
197426,-16515,67
198015,-16200,49
201526,-16858,62
202672,-16223,77
203879,-16924,78
204263,-16447,77
204994,-16447,62
206124,-16179,53
206994,-16065,75
208903,-16145,72
211285,-16025,79
211308,-16336,65
211808,-16190,73
212710,-16302,41
213959,-16081,76
214247,-16439,63
215990,-16102,67
216488,-16299,76
217989,-16363,69
218516,-16820,72
220035,-16202,72
220129,-16210,71
221122,-16875,74
221399,-16744,80
222719,-16042,27
223162,-16398,77
224083,-16801,72
225890,-16592,73
226656,-16257,46
226704,-16484,64
227799,-16965,80
227958,-16160,63
227965,-16611,79
228087,-16411,74
230879,-16564,71
232064,-16717,50
232668,-16609,55
233230,-16853,55
235693,-16014,71
235988,-16869,68
236460,-16951,76
238457,-16729,38
239272,-16035,55
239807,-16222,79
240079,-16535,53
240890,-16402,79
241721,-16146,80
241769,-16943,79
243568,-16541,78
247067,-16212,73
247785,-16613,41
249405,-16850,79
249953,-16613,72
251522,-16901,73
251630,-16591,75
252117,-16336,75
252343,-16772,79
252731,-16547,70
254008,-16806,61
254847,-16064,71
255034,-16645,78
256941,-16093,75
257256,-16904,76
257460,-16313,80
257756,-16635,70
257873,-16492,78
258999,-16196,76
259580,-16312,54
259664,-16030,76
260901,-16038,65
262373,-16035,69
264345,-16353,80
266082,-16865,74
266545,-16591,78
268080,-16970,71
268090,-16652,78
269676,-16858,73
270053,-16067,73
270544,-16225,80
270985,-16935,73
272120,-16417,76
272658,-16825,78
273115,-16381,74
273160,-16007,78
273201,-16576,70
273834,-16832,75
274207,-16518,80
274320,-16929,80
274765,-16657,78
274769,-16376,76
275312,-16375,72
275331,-16374,76
275454,-16325,71
275788,-16594,76
276221,-16277,66
276950,-16427,78
277532,-16191,78
277609,-16897,79
278089,-16223,80
278258,-16560,64
278345,-16043,70
278362,-16872,74
278533,-16500,73
278783,-16986,70
278836,-16141,77
279653,-16310,76
280861,-16785,80
280965,-16942,74
281997,-16776,62
282032,-16420,77
282369,-16723,70
283252,-16381,70
283727,-16525,54
283879,-16377,54
283937,-16349,71
284017,-16571,77
284910,-16109,77
285525,-16855,78
286018,-16892,73
286312,-16867,79
286410,-16561,77
286717,-16229,61
287351,-16886,78
287584,-16299,80
287707,-16505,78
288040,-16431,79
288067,-16296,77
288859,-16099,71
288955,-16279,79
289140,-16397,78
289207,-16607,80
289297,-16052,80
289349,-16074,72
289663,-16346,78
291329,-16837,74
291692,-16784,78
292196,-16129,79
292211,-16517,76
292422,-16149,74
292695,-16167,74
293335,-16610,65
293565,-16318,74
293579,-16374,56
294802,-16909,74
294804,-16908,73
295181,-16293,50
295190,-16284,80
295348,-16148,80
295630,-16124,50
296634,-16209,69
297141,-16164,68
298010,-16770,80
298111,-16886,71
299094,-16372,74
300387,-16869,72
301341,-16373,67
301865,-16961,79
302787,-16968,80
303313,-16879,77
303807,-16851,69
304012,-16296,73
304286,-16977,80
305230,-16830,75
305549,-16780,78
305638,-16521,77
307666,-16551,76
308132,-16610,75
308885,-16526,62
309768,-16560,71
310135,-16124,55
312032,-16349,75
312054,-16522,69
312055,-16739,77
312774,-16415,75
314420,-16032,59
314866,-16880,79
315399,-16436,78
316814,-16423,54
317355,-16616,61
319812,-16180,67
320463,-16275,73
320562,-16835,40
323418,-16201,72
324640,-16864,80
325024,-16662,36
326761,-16129,28
326870,-16762,72
326958,-16080,79
327554,-16845,59
330609,-16965,71
330610,-16964,69
331051,-16163,77
331968,-16001,80
332109,-16543,71
332277,-16733,77
334894,-16705,72
336644,-16742,61
336644,-16742,62
337495,-16469,80
337612,-16347,69
339027,-16388,68
339180,-16807,79
340163,-16771,73
341838,-16147,73
342224,-16995,72
343114,-16657,79
343688,-16272,52
344945,-16399,77
345216,-16881,78
346072,-16010,74
346343,-16898,66
347079,-16751,78
348573,-16909,75
348722,-16240,73
349368,-16172,67
353867,-16584,72
353989,-16289,78
357039,-16699,74
358172,-16375,65
2816,-15469,48
5769,-15942,56
7310,-15065,71
7612,-15915,80
7616,-15124,77
12568,-15879,74
13042,-15327,80
14432,-15787,75
14540,-15684,78
14541,-15683,77
16685,-15510,69
18727,-15819,72
19991,-15815,72
19991,-15814,75
21167,-15661,60
22493,-15729,72
23658,-15676,56
23996,-15400,50
24359,-15998,78
24607,-15872,71
26009,-15934,33
27942,-15647,56
29806,-15122,71
30744,-15306,56
31247,-15678,76
31584,-15446,65
31739,-15706,68
32767,-15071,67
33867,-15976,80
34500,-15912,76
36501,-15341,59
37766,-15133,74
38021,-15245,46
40376,-15101,72
41302,-15426,74
41719,-15287,77
44120,-15020,79
44511,-15838,80
49706,-15551,73
50495,-15459,69
51104,-15654,74
51312,-15040,78
51601,-15363,76
53438,-15128,69
54439,-15485,68
55048,-15227,61
55558,-15963,75
56380,-15373,73
56866,-15038,77
56983,-15105,74
57688,-15616,79
58145,-15742,74
61078,-15725,57
61746,-15989,77
62264,-15891,71
62620,-15029,76
62857,-15968,65
63515,-15993,64
66458,-15660,75
67030,-15180,65
70793,-15621,71
72310,-15718,74
72528,-15804,65
72685,-15572,78
74109,-15381,76
75057,-15904,78
75931,-15707,80
77055,-15095,61
77160,-15491,80
77353,-15664,78
78547,-15646,74
78584,-15828,73
79398,-15220,70
79976,-15614,79
80326,-15151,75
81672,-15151,78
81886,-15249,78
83033,-15570,80
83861,-15738,68
84051,-15822,74
84894,-15868,71
85396,-15338,67
85475,-15631,72
86256,-15241,79
86425,-15870,80
86515,-15844,77
86864,-15252,73
87502,-15448,79
88006,-15506,71
88123,-15549,80
88599,-15732,72
88991,-15908,75
89040,-15522,75
89415,-15406,72
89941,-15805,77
90413,-15589,63
92027,-15901,68
92280,-15702,77
92569,-15059,69
92841,-15793,68
93353,-15384,66
93419,-15453,80
94209,-15126,76
94403,-15451,79
94703,-15025,52
94750,-15404,76
95525,-15664,61
95942,-15071,57
96279,-15140,79
96799,-15129,80
96840,-15316,78
96904,-15306,75
97503,-15724,72
97995,-15480,71
98167,-15839,77
100521,-15216,68
100738,-15734,77
100789,-15507,79
100802,-15833,73
102241,-15145,55
102417,-15045,76
103800,-15704,68
104292,-15743,79
104968,-15022,73
105098,-15259,79
105161,-15399,64
105469,-15385,74
105940,-15633,41
105951,-15287,79
106969,-15701,70
107077,-15678,74
107347,-15026,78
107399,-15243,71
107537,-15685,73
107899,-15016,80
107965,-15376,80
108189,-15502,78
108701,-15476,78
109060,-15586,54
110958,-15868,70
111515,-15666,67
112576,-15850,80
112667,-15995,76
113848,-15382,64
114706,-15084,79
114930,-15828,65
115097,-15264,44
115634,-15953,77
116147,-15973,80
116199,-15085,78
116237,-15697,72
116911,-15991,57
117370,-15345,73
117573,-15730,80
117785,-15247,80
118158,-15428,76
118225,-15474,80
118899,-15579,68
119018,-15890,75
119134,-15524,67
119680,-15655,73
120226,-15739,74
120395,-15256,72
121728,-15810,80
122319,-15570,73
123333,-15788,47
124050,-15686,70
124217,-15152,67
125399,-15429,77
125684,-15916,75
126136,-15563,80
126159,-15460,75
126243,-15294,67
126773,-15643,68
127723,-15835,61
127764,-15185,78
128139,-15030,63
128288,-15764,72
128376,-15204,80
128845,-15217,80
129065,-15124,71
129471,-15551,78
129587,-15275,73
130016,-15037,68
130431,-15944,46
130667,-15986,79
130965,-15954,75
130969,-15063,80
131269,-15425,79
132314,-15565,71
132876,-15397,71
133148,-15752,77
133495,-15586,75
133740,-15779,68
133977,-15440,60
134731,-15985,61
134923,-15001,79
135288,-15391,79
137103,-15146,71
137729,-15459,79
138238,-15419,73
138854,-15025,63
139260,-15507,74
139888,-15835,54
140232,-15618,62
140634,-15235,65
140882,-15801,75
141216,-15638,71
142565,-15623,77
142593,-15578,55
144425,-15700,74
145571,-15921,75
145621,-15865,80
145635,-15021,79
147747,-15880,72
148351,-15748,76
149241,-15895,73
150342,-15454,80
150521,-15029,79
151832,-15455,80
152147,-15612,62
152284,-15495,74
152718,-15709,64
153100,-15068,71
155207,-15479,70
156958,-15918,78
159213,-15413,76
159709,-15730,74
160210,-15208,80
160421,-15679,80
161611,-15034,74
161743,-15732,72
161901,-15627,76
161908,-15262,66
161917,-15246,77
161917,-15244,75
161929,-15110,67
162277,-15165,76
162605,-15105,74
163364,-15820,80
163387,-15446,60
164130,-15570,79
164977,-15430,73
165240,-15793,60
165582,-15530,80
166776,-15551,77
166837,-15360,77
167073,-15962,79
168515,-15435,80
172055,-15886,72
174692,-15071,80
175878,-15043,69
176972,-15462,78
177582,-15864,59
177711,-15389,72
178421,-15606,80
179640,-15117,75
184592,-15594,80
184988,-15063,77
185224,-15816,80
185577,-15556,62
187955,-15716,74
189211,-15572,72
189229,-15722,74
190574,-15084,75
190602,-15238,74
191503,-15536,78
191626,-15441,70
192135,-15719,76
192440,-15883,61
192446,-15079,55
192863,-15338,80
193972,-15327,62
194203,-15109,80
197132,-15326,79
198315,-15461,79
198424,-15401,73
199382,-15548,64
200779,-15928,80
200791,-15415,77
200922,-15118,80
201265,-15632,79
201863,-15973,45
203215,-15363,51
203276,-15109,80
204834,-15209,73
204891,-15616,78
206396,-15768,62
208298,-15998,78
216856,-15813,75
217303,-15392,77
217558,-15248,70
221490,-15460,60
222527,-15526,68
222570,-15343,78
222671,-15998,50
222765,-15027,70
222892,-15082,77
222956,-15232,72
223132,-15388,76
224011,-15656,78
225231,-15026,80
226059,-15498,79
226859,-15417,77
228110,-15715,70
230238,-15374,70
230256,-15548,60
230454,-15161,77
230757,-15134,58
232160,-15700,66
232557,-15689,77
232771,-15845,76
233269,-15397,79
233983,-15971,78
234226,-15514,74
235854,-15044,60
236018,-15673,54
238943,-15160,77
239181,-15831,73
243296,-15117,65
243948,-15594,77
243974,-15888,73
244337,-15328,75
248159,-15988,69
248413,-15022,79
250178,-15564,80
252008,-15964,73
252063,-15361,73
252365,-15668,62
254067,-15357,78
254111,-15486,68
254170,-15944,71
256263,-15267,79
257595,-15724,28
258146,-15164,79
258403,-15560,67
258571,-15609,72
258677,-15914,76
259066,-15224,57
259575,-15799,69
259600,-15197,71
259741,-15221,77
261791,-15853,61
262618,-15637,71
263955,-15831,80
264091,-15485,75
264396,-15399,35
264401,-15571,58
264520,-15351,80
265621,-15993,79
265668,-15559,70
267600,-15971,77
268018,-15026,79
269079,-15813,59
269081,-15183,79
269200,-15684,72
269880,-15151,72
270319,-15360,67
271179,-15362,80
271195,-15707,74
271239,-15289,77
272289,-15059,77
272429,-15282,65
272795,-15895,80
272962,-15680,79
273145,-15625,79
