ra,dec,phot_g_mean_mag
106453,47197,90
106518,47070,83
106897,47791,84
107594,47059,87
108392,47495,81
109517,47899,88
109586,47275,81
110705,47718,85
110860,47012,88
111158,47444,89
111788,47832,88
111886,47837,90
112124,47054,88
113150,47158,89
113672,47327,90
113732,47425,86
114864,47970,82
115577,47224,86
115720,47393,83
117776,47134,83
118137,47285,84
118863,47472,89
119502,47089,86
119815,47649,81
119996,47785,85
120022,47988,90
121070,47948,83
121088,47265,89
121841,47717,84
123667,47292,81
124010,47560,89
124256,47313,89
124747,47673,84
125281,47413,84
125904,47876,89
126190,47173,83
126253,47741,81
126408,47034,83
127075,47862,86
127144,47704,88
127845,47462,90
128012,47644,90
128512,47458,89
129248,47557,87
131307,47894,88
133122,47609,85
134063,47756,86
135441,47318,89
135502,47363,90
135817,47672,86
136710,47113,83
136774,47153,81
136867,47672,87
136876,47558,82
137009,47328,89
137476,47009,82
139004,47692,84
140706,47087,89
141605,47681,84
141721,47562,88
142654,47870,82
144026,47522,83
144513,47561,83
146255,47694,85
147284,47652,90
149207,47481,85
149269,47304,83
149916,47942,83
150851,47128,88
153914,47314,86
155362,47871,88
158072,47223,88
158122,47539,82
159150,47522,87
161001,47173,85
168870,47479,81
170336,47787,88
171038,47194,89
172052,47456,81
172334,47136,87
172477,47284,86
177320,47802,87
178189,47546,83
178498,47489,88
178909,47257,86
179258,47796,86
180799,47171,82
181277,47403,85
181748,47142,84
182054,47925,90
183592,47048,82
183979,47127,88
184964,47803,83
187139,47967,87
187147,47479,86
193249,47659,88
194765,47151,81
195010,47442,90
199942,47778,90
201941,47759,88
202696,47994,90
204782,47338,84
205124,47472,83
210167,47970,90
212234,47235,90
213466,47722,86
213746,47935,85
213981,47164,89
216116,47531,87
217231,47151,81
218514,47718,90
219016,47690,89
220127,47238,87
221304,47824,85
223069,47803,90
225474,47940,90
225622,47743,84
225753,47731,83
229164,47631,83
229704,47108,85
232558,47183,90
232760,47334,83
234414,47313,89
236932,47893,86
237154,47519,90
237457,47473,84
239491,47684,88
239598,47117,81
241287,47557,82
241879,47231,89
242415,47261,89
242785,47542,81
243668,47890,87
245391,47990,90
245786,47631,85
245787,47630,84
246355,47589,85
246563,47826,87
247617,47821,88
248477,47271,89
248479,47272,88
249272,47736,90
249419,47628,81
250331,47465,85
250637,47079,88
251627,47449,83
252179,47798,84
252963,47521,84
253198,47426,89
253538,47247,89
253921,47591,84
254379,47081,86
256068,47334,90
256088,47993,89
257183,47639,85
258070,47917,90
258862,47344,90
259537,47261,89
260412,47453,89
260734,47177,84
260954,47021,81
262531,47268,82
263206,47907,89
264040,47326,88
265423,47347,81
266662,47866,88
267463,47262,84
268012,47755,90
268248,47929,82
268531,47037,90
269803,47155,83
269916,47323,87
270323,47536,83
270342,47890,81
270471,47543,90
271025,47404,87
272528,47089,88
273582,47221,83
274076,47498,90
274173,47911,81
274827,47401,82
275183,47087,87
275252,47776,87
275680,47054,89
275750,47049,90
276135,47246,89
276171,47195,88
276185,47564,86
276754,47370,86
278195,47348,87
278448,47369,87
278524,47113,88
278815,47436,82
278917,47249,88
278948,47149,81
279330,47101,88
280519,47016,86
281121,47138,90
282420,47228,89
283697,47913,84
284091,47697,88
284153,47656,86
284510,47420,82
284514,47191,85
284514,47192,83
284555,47505,86
284798,47244,83
284964,47943,89
285233,47694,88
285433,47665,90
285994,47649,87
286914,47861,90
287629,47165,90
287874,47806,86
288541,47764,89
288759,47309,83
288856,47868,88
288978,47061,81
289156,47459,81
289209,47664,82
289269,47861,88
290207,47551,90
290359,47610,90
290461,47478,83
290758,47714,88
291082,47413,82
292095,47776,84
292186,47826,88
292191,47105,83
292443,47403,89
292535,47825,86
292685,47406,88
292811,47061,88
293054,47999,85
294808,47701,86
294873,47447,86
295193,47415,81
295667,47892,90
296749,47544,90
296931,47553,87
296983,47829,89
297015,47847,87
298206,47586,87
298496,47135,89
298709,47753,89
298726,47145,85
299294,47520,90
299716,47363,81
300173,47287,89
300221,47168,84
300393,47461,83
300814,47916,87
301011,47100,90
301282,47549,87
301333,47210,89
301356,47497,85
301706,47593,85
301888,47145,87
301991,47546,81
302707,47813,82
302770,47121,83
302900,47118,90
302928,47056,88
303631,47146,90
303761,47809,90
303821,47551,86
303856,47004,84
303876,47657,83
304335,47434,83
304865,47285,89
305058,47293,87
305747,47559,83
305811,47488,86
306016,47211,85
306029,47729,82
306197,47049,89
306274,47686,83
306299,47936,85
306497,47996,90
306558,47915,87
306584,47257,81
306618,47532,87
306770,47221,90
307035,47061,89
307089,47959,86
307250,47602,84
307296,47105,87
307330,47558,84
307629,47864,90
308055,47795,83
308421,47472,84
308550,47199,89
308882,47356,87
309457,47930,87
309926,47574,89
310013,47329,88
310111,47698,90
310140,47507,88
310255,47477,89
310542,47179,84
310584,47625,86
310619,47397,82
310663,47409,81
310706,47908,88
310793,47810,83
311179,47160,85
311365,47523,88
312469,47001,82
312703,47949,90
312861,47773,87
313371,47776,87
313380,47000,88
313445,47114,84
313653,47740,86
313681,47281,82
313825,47485,88
313882,47483,88
313999,47014,88
314154,47196,89
314387,47841,88
314441,47678,90
314486,47118,83
314617,47647,90
314668,47567,87
314847,47745,90
315367,47205,90
315410,47913,89
315532,47976,83
316236,47870,85
316906,47307,85
316935,47514,88
317289,47615,89
317439,47796,89
318781,47013,83
319661,47286,90
319793,47633,89
320108,47557,83
320112,47876,89
320674,47616,85
321051,47207,89
321519,47654,84
321578,47514,88
321603,47989,88
321680,47777,90
321951,47815,88
322204,47115,82
322351,47923,88
322405,47600,90
322575,47172,83
322811,47589,88
322863,47262,83
322948,47443,86
323174,47959,88
323250,47513,85
323297,47790,84
323817,47573,90
323909,47919,90
323942,47807,90
323965,47912,87
324251,47444,85
324299,47711,90
324466,47394,87
325272,47828,84
325680,47131,86
325859,47054,83
326640,47397,89
326753,47984,81
326925,47332,89
327244,47959,85
327766,47178,88
327923,47137,83
328655,47489,87
329060,47470,85
329106,47501,84
329246,47360,85
329404,47423,81
329732,47792,83
329736,47983,88
329741,47553,87
329811,47671,88
329999,47733,88
330148,47856,85
330233,47640,85
330718,47287,89
330953,47746,84
331029,47311,90
331702,47869,87
331707,47245,89
331718,47868,86
332258,47748,90
332329,47716,88
332376,47958,87
332459,47701,82
332771,47553,81
332864,47940,90
332878,47728,82
333016,47853,89
333123,47832,82
333440,47175,84
333598,47225,89
334114,47976,88
334306,47928,81
334331,47556,90
334560,47754,84
334583,47364,81
334649,47897,82
335139,47852,84
335690,47439,88
335732,47375,85
336006,47005,90
336357,47103,84
336637,47546,89
336668,47696,87
336862,47204,89
337001,47454,84
337094,47450,85
337210,47005,82
337246,47172,88
337744,47157,88
338011,47538,90
338813,47628,86
338989,47590,90
339200,47884,83
339484,47779,88
339609,47307,88
339945,47737,85
340186,47293,89
340395,47725,88
340564,47733,82
340619,47285,85
341145,47983,88
341413,47153,86
341728,47181,86
341893,47640,81
341949,47812,82
343135,47760,81
343307,47375,82
343494,47513,81
344364,47017,87
344395,47968,85
344787,47159,82
344869,47135,83
345100,47921,81
345270,47318,85
345329,47543,90
345493,47017,84
345544,47646,89
345573,47869,88
346351,47515,88
346804,47994,89
347129,47875,85
347170,47428,84
347257,47481,85
347552,47571,89
347681,47597,87
348206,47449,86
348224,47829,87
348428,47198,87
348534,47885,87
349473,47858,82
349598,47262,89
349721,47372,85
349995,47243,90
350366,47941,83
350389,47763,89
350411,47351,84
351649,47301,81
351783,47598,88
351785,47959,85
352454,47835,90
352454,47874,89
352455,47502,88
352676,47028,86
352863,47025,83
353962,47427,84
354465,47775,85
354499,47199,88
354931,47125,87
354971,47207,87
355374,47595,83
355606,47755,87
355725,47232,90
355811,47032,90
356070,47483,85
357650,47087,89
357862,47754,82
358426,47495,88
359132,47947,89
359139,47725,87
359922,47146,90
692,48160,86
709,48079,89
806,48722,81
1324,48477,81
1646,48340,89
2295,48064,89
2683,48629,81
2735,48110,83
3028,48206,90
3782,48792,85
4043,48343,89
4281,48565,86
6368,48686,89
6715,48897,90
6941,48034,82
7226,48095,89
8246,48658,87
8598,48087,88
9020,48040,88
9181,48828,85
9480,48293,84
9618,48743,87
9724,48011,88
9902,48463,83
10419,48460,86
11462,48233,85
11472,48026,90
11841,48679,89
11968,48513,87
12221,48439,81
12270,48973,88
12634,48887,86
13002,48899,88
14433,48689,82
14456,48105,84
14516,48747,84
15619,48490,84
15764,48714,85
15870,48380,84
15961,48778,81
16702,48646,83
17361,48390,85
18453,48787,83
18494,48222,90
18734,48750,83
19376,48496,83
20009,48158,82
20168,48352,82
20388,48180,90
20498,48492,88
21052,48288,82
21159,48774,90
21714,48663,89
21927,48140,86
22119,48320,85
22473,48199,86
23508,48579,89
23621,48009,89
24501,48146,89
24676,48905,90
25947,48271,90
25976,48546,89
26058,48300,87
27091,48367,84
27269,48698,87
27577,48516,83
28267,48517,86
28486,48348,87
29009,48494,82
29337,48199,90
29648,48433,89
29660,48465,83
30594,48822,90
31063,48940,90
31365,48640,84
31813,48101,87
31832,48867,90
32158,48147,84
32509,48602,81
32643,48283,86
33092,48247,88
34100,48240,86
34295,48235,90
34324,48576,85
34337,48184,87
34430,48150,85
34553,48488,90
34729,48915,85
35275,48806,86
35679,48937,87
36050,48445,89
36168,48636,83
36343,48067,89
37198,48507,85
37313,48744,90
37753,48826,88
37924,48176,82
38043,48341,83
38598,48039,89
38602,48696,86
40110,48445,87
40227,48496,85
40479,48620,82
40673,48363,82
40743,48930,83
41164,48696,86
41426,48144,85
42021,48198,84
42104,48044,88
42179,48245,89
42337,48241,86
42381,48880,86
42401,48403,85
42490,48802,81
42824,48776,89
42866,48505,85
42991,48511,88
43039,48883,88
43081,48631,84
43162,48420,84
43220,48989,89
43533,48218,84
43785,48262,82
43807,48711,85
43870,48341,83
44224,48549,81
44476,48879,87
44510,48118,90
45864,48760,86
46361,48011,84
46759,48810,88
47922,48054,85
48683,48576,82
48751,48280,82
49008,48028,81
49216,48130,86
49258,48033,83
49263,48677,87
50301,48164,88
50729,48774,86
50918,48190,81
51331,48918,88
51544,48222,85
52402,48295,85
52581,48499,88
52613,48261,82
52846,48271,90
52937,48953,81
52983,48584,82
53299,48017,84
53590,48660,88
54032,48219,89
54079,48377,90
54514,48241,85
54646,48593,86
54824,48087,87
55037,48958,81
55312,48860,88
55697,48516,87
55730,48184,88
57137,48019,87
57172,48807,86
57682,48587,87
57705,48244,85
57736,48056,83
58745,48806,83
58914,48872,81
59513,48733,83
60212,48244,87
60516,48198,82
60852,48226,90
60883,48564,88
61155,48783,90
61263,48477,90
61273,48872,90
61859,48928,89
63030,48515,81
63166,48607,90
63837,48689,86
64541,48087,85
65308,48753,87
65821,48589,86
66029,48003,90
66375,48469,87
66899,48298,85
67046,48100,88
67620,48115,84
68071,48283,85
68721,48022,89
68936,48790,86
70188,48226,84
70252,48668,88
70656,48134,83
70938,48188,83
71051,48745,81
71388,48174,89
71555,48779,87
72144,48544,88
72402,48983,89
73166,48860,87
73315,48444,90
73336,48624,82
73562,48608,88
73805,48183,86
74069,48656,90
74256,48379,89
74454,48496,90
74616,48346,89
75187,48815,85
75362,48958,84
75377,48823,81
75782,48535,89
76190,48995,88
76349,48925,85
76578,48561,89
76592,48474,88
76850,48443,87
77033,48603,89
77370,48392,85
78166,48970,87
78285,48742,90
78431,48916,88
80204,48964,87
80283,48732,88
80368,48559,89
80504,48759,84
80666,48993,87
82598,48244,90
83229,48251,85
86212,48986,88
86483,48782,89
87914,48735,81
87962,48741,89
88001,48434,88
89327,48084,88
89374,48810,88
89410,48439,85
89452,48761,88
89794,48459,85
90115,48881,87
90610,48184,90
91215,48515,89
91277,48815,89
91572,48785,85
92015,48717,88
92538,48946,83
93090,48486,90
93300,48468,81
93419,48042,85
94146,48203,90
95192,48955,89
96436,48250,88
96613,48941,86
97170,48646,90
97780,48808,83
97949,48708,84
98271,48194,87
98999,48413,85
99241,48105,83
99499,48509,82
100211,48255,83
100531,48656,81
100731,48485,90
100918,48113,86
101302,48816,88
101858,48215,87
101938,48909,86
102356,48402,88
103404,48482,84
103518,48578,90
103855,48565,86
104503,48496,81
105166,48476,86
105181,48180,82
105358,48900,84
106952,48717,82
107222,48869,90
109001,48662,87
109084,48215,87
109439,48454,90
109665,48828,85
111480,48512,82
111767,48055,85
112174,48378,89
112312,48695,88
112778,48374,89
113938,48395,89
114001,48997,83
114296,48040,88
115876,48431,89
116979,48424,85
117215,48809,87
117376,48108,82
118308,48764,90
118601,48439,88
118811,48680,87
119908,48776,85
120839,48348,88
120923,48612,81
121257,48238,88
122441,48374,84
122819,48194,87
124222,48414,87
124237,48567,83
125130,48288,90
125844,48104,88
126200,48875,87
126239,48547,88
126696,48482,87
126831,48525,87
127585,48544,90
127742,48013,89
128005,48378,90
129165,48333,81
130625,48677,90
130714,48153,90
132089,48979,84
133252,48727,90
134341,48636,88
134384,48894,83
134614,48049,83
134845,48272,81
135123,48556,85
137353,48934,88
138085,48309,89
138349,48411,85
138915,48230,83
139258,48725,87
139335,48356,81
139609,48936,89
143983,48304,83
144400,48507,90
144451,48003,86
146818,48035,85
148620,48353,81
148899,48471,84
150151,48256,88
151884,48834,86
152451,48631,86
154039,48741,86
154735,48618,86
155514,48292,89
156674,48082,82
156857,48375,85
159237,48296,89
159240,48412,89
160265,48573,87
164040,48028,87
164451,48801,90
165083,48489,84
165400,48057,87
165646,48144,89
165822,48813,82
166195,48265,88
166910,48995,84
166915,48823,87
167985,48635,87
168563,48759,85
168907,48101,89
169041,48849,88
170996,48989,86
171023,48291,90
172139,48954,88
172826,48939,89
173019,48822,88
173644,48525,83
173832,48458,88
175099,48237,90
178062,48221,89
179499,48203,81
181299,48592,84
181757,48543,81
182552,48531,81
183160,48597,85
185769,48855,81
193765,48216,83
194531,48234,87
196283,48619,88
196503,48028,82
197890,48685,85
201808,48001,81
203360,48175,89
204450,48049,83
206569,48072,81
209043,48361,82
210185,48010,85
210836,48559,89
213475,48245,90
213862,48846,90
215073,48507,81
219234,48222,83
219234,48222,84
219851,48688,86
220904,48983,85
220984,48365,87
221251,48202,83
223213,48469,82
224040,48079,85
224527,48029,82
226167,48830,89
226182,48615,86
227861,48693,83
228162,48126,85
228920,48921,88
229132,48114,90
229724,48806,88
229782,48622,85
230269,48225,85
231243,48038,86
232834,48949,87
236254,48007,87
237240,48687,86
240167,48314,89
240299,48578,81
241686,48707,89
242948,48282,89
243816,48328,85
244747,48964,90
245892,48053,82
246294,48229,85
246556,48681,89
246725,48519,88
247230,48975,81
247232,48469,87
247247,48219,82
247680,48896,87
248775,48425,85
249723,48639,86
250224,48015,89
250664,48490,85
251435,48195,89
252632,48698,88
252954,48337,90
253001,48252,86
253891,48611,85
254271,48172,88
254459,48043,88
255042,48724,89
255257,48962,88
255309,48617,90
255716,48414,86
256219,48088,88
257133,48576,89
257742,48375,90
257872,48779,82
257883,48841,87
260870,48677,88
261532,48273,87
261713,48203,83
262538,48137,84
263737,48045,88
264127,48990,82
264368,48760,88
265364,48544,89
265590,48477,86
266164,48530,89
266234,48796,90
267120,48854,89
267226,48731,87
267696,48398,81
268005,48209,87
268081,48625,87
268254,48482,87
268480,48519,83
268817,48035,90
269367,48872,89
269873,48298,88
270150,48410,81
270223,48979,84
270796,48460,87
270928,48048,89
271193,48225,88
271290,48176,84
271615,48596,83
272957,48390,84
274141,48878,89
274528,48595,87
274531,48659,88
274956,48101,83
275537,48358,83
275685,48672,85
276657,48489,90
277542,48605,89
277641,48298,82
277900,48209,88
277902,48107,83
278295,48549,89
278540,48350,83
278585,48628,88
278865,48631,90
280851,48961,87
281007,48252,90
281437,48399,89
282866,48557,88
282960,48828,84
283901,48701,83
284451,48941,89
284786,48423,87
285578,48829,87
285829,48136,86
285830,48510,88
286617,48069,90
287176,48240,82
287261,48910,89
287925,48506,85
288067,48134,83
288083,48205,90
288228,48103,90
288998,48742,88
289032,48196,85
289158,48097,90
289193,48019,88
289239,48134,88
289320,48405,86
289394,48101,86
289601,48555,87
289723,48936,86
290584,48695,89
290701,48446,89
291041,48428,83
291176,48203,90
291618,48871,81
291956,48177,83
291980,48268,86
292546,48977,87
292572,48657,84
292908,48443,88
292960,48537,90
292984,48594,84
292991,48979,88
294135,48200,85
294610,48374,87
294803,48440,90
294855,48017,90
295088,48582,88
295317,48910,89
295708,48436,86
295876,48593,86
295907,48778,84
295915,48929,84
296626,48454,81
296754,48932,88
297597,48732,90
297679,48851,85
297748,48860,90
297851,48422,89
298153,48106,81
298207,48607,88
298452,48290,81
298739,48905,90
298890,48174,83
299390,48680,89
299627,48065,85
299635,48027,87
299703,48584,88
299931,48310,85
299993,48805,88
300063,48927,90
300125,48172,86
300132,48302,87
300254,48257,86
300256,48257,86
300362,48321,87
300702,48176,90
300787,48008,82
300795,48049,85
301056,48362,86
301249,48371,89
301299,48334,81
301456,48520,89
301523,48577,86
301882,48594,86
301922,48472,85
302949,48204,88
303407,48155,86
303463,48924,87
303987,48192,85
303988,48451,84
304406,48324,88
304488,48839,86
304489,48756,86
305077,48668,86
305322,48542,88
305985,48841,88
306107,48035,88
306196,48845,87
306874,48273,88
307030,48248,84
307214,48681,89
307215,48237,88
307248,48226,85
307505,48779,87
307705,48983,89
307748,48869,82
307903,48955,87
307974,48338,87
308060,48967,89
308089,48387,81
308325,48304,90
308438,48895,85
308524,48838,89
308720,48869,89
308895,48742,81
308938,48018,84
309296,48123,89
309302,48768,83
309496,48395,90
309876,48204,88
309924,48095,85
310000,48808,89
310326,48141,84
311352,48274,82
311628,48270,81
311812,48515,86
311851,48852,81
311859,48669,86
312073,48067,88
312449,48892,81
313580,48394,86
313724,48207,89
314051,48700,84
314319,48296,82
314557,48761,83
315115,48514,87
315139,48716,90
315703,48518,81
316369,48699,90
316474,48769,89
316584,48174,90
316654,48628,88
317260,48746,85
317478,48154,90
317893,48018,84
318183,48994,90
318212,48306,88
318368,48254,90
318432,48061,84
318453,48643,87
318922,48531,87
319082,48354,89
319759,48727,88
320200,48258,89
320665,48643,90
320816,48068,82
320956,48390,88
321156,48744,84
321310,48575,82
321567,48115,87
321697,48770,86
321842,48174,85
322164,48392,89
322412,48969,87
322417,48565,89
322688,48089,89
322700,48456,86
322957,48482,89
323014,48334,89
323019,48567,81
323028,48716,85
323061,48639,83
323077,48342,87
323090,48420,84
323180,48483,90
323199,48687,85
323277,48045,89
323290,48777,90
323505,48631,83
323596,48227,89
323871,48494,87
324039,48667,87
324075,48641,86
324294,48661,87
324320,48423,83
325489,48332,89
326584,48239,86
326634,48625,82
326634,48990,81
326691,48890,83
326831,48333,90
327295,48785,87
327299,48437,83
327445,48801,90
327584,48522,89
328018,48549,81
328433,48948,89
328818,48325,89
328821,48856,88
329366,48039,83
329647,48589,87
330020,48902,86
330199,48283,85
330255,48184,85
330299,48538,83
330369,48298,82
330420,48362,82
330814,48849,85
330836,48496,86
330855,48684,81
331733,48823,85
332126,48490,84
332186,48035,90
332505,48308,86
333010,48544,85
334035,48349,82
334051,48665,87
334389,48690,86
334585,48274,90
335953,48646,86
336159,48185,88
337104,48376,89
337164,48250,82
337698,48752,83
337736,48427,84
337925,48003,87
338231,48256,87
338988,48216,87
339051,48274,86
339542,48256,81
339805,48349,87
340172,48831,83
340219,48429,88
341270,48049,90
341386,48162,86
341441,48952,87
341985,48874,81
342171,48644,85
342225,48410,87
342477,48334,86
342602,48353,85
342702,48223,86
342770,48621,82
342849,48380,87
343401,48773,81
343453,48574,82
344127,48232,87
344430,48115,88
345080,48371,86
345113,48416,88
345273,48147,89
346012,48584,84
346205,48086,87
346550,48955,85
346582,48748,90
346748,48750,84
347172,48775,82
347429,48646,86
347480,48393,88
348488,48380,88
348594,48398,90
349764,48911,82
349769,48850,88
350194,48793,87
350401,48839,90
350574,48212,82
350924,48887,86
350940,48611,88
350996,48446,81
351094,48437,82
351687,48332,90
351691,48548,86
352473,48183,85
352630,48264,87
353135,48372,85
353150,48771,87
353312,48943,90
353459,48688,90
354218,48198,89
354256,48576,86
354326,48482,85
354558,48932,90
354964,48924,89
354975,48758,90
355273,48787,90
356237,48510,87
357158,48958,86
357180,48568,83
357306,48442,86
358597,48929,84
359305,48104,81
359385,48283,86
359606,48776,83
359698,48170,89
34,49043,90
168,49522,82
366,49010,89
1001,49693,90
1718,49382,88
2497,49630,88
2540,49061,90
2683,49955,89
2701,49011,81
2707,49275,88
2767,49559,89
2789,49547,82
3278,49106,86
3806,49705,90
3942,49330,83
3979,49279,88
5058,49766,86
5129,49191,84
5856,49781,89
5994,49201,86
6168,49523,85
6280,49079,87
6383,49485,88
6457,49657,84
6536,49467,82
6554,49389,84
6798,49988,89
6835,49877,87
7063,49455,89
7210,49231,88
7603,49391,90
7929,49640,86
8044,49782,84
8062,49649,87
8674,49900,86
8791,49037,86
9064,49748,84
9630,49555,85
10861,49895,81
11865,49651,83
12255,49973,81
12913,49346,85
13246,49444,84
13724,49405,81
13901,49850,88
14411,49981,87
15058,49138,88
15110,49473,86
15301,49766,86
15531,49469,83
16123,49625,85
17667,49015,87
18055,49143,88
18481,49239,83
19239,49881,88
19440,49754,87
19447,49006,89
19524,49768,81
19525,49099,89
19561,49516,87
20325,49636,90
20329,49757,88
21477,49231,81
21840,49538,83
21873,49242,88
21941,49518,90
22213,49726,90
22526,49942,88
23342,49019,86
23404,49496,90
23538,49326,90
24046,49205,89
24541,49219,86
24588,49980,83
25460,49124,81
25511,49786,86
26942,49868,82
27083,49223,85
27310,49341,90
27346,49426,88
27490,49259,84
27888,49869,81
28541,49305,81
28657,49092,82
28930,49985,89
28953,49903,88
29607,49915,88
29916,49686,90
30109,49883,81
30601,49289,86
31477,49208,88
31583,49416,90
32249,49045,86
32829,49842,84
32935,49078,90
32957,49453,88
33184,49782,84
33467,49165,82
33501,49374,87
33563,49344,88
33627,49085,81
33640,49467,81
33885,49210,82
33902,49363,90
33949,49701,81
34594,49905,83
34994,49251,89
35251,49360,84
35326,49675,86
35848,49032,87
36148,49833,84
36324,49058,85
36626,49702,90
36637,49035,89
37166,49307,86
37204,49567,83
37417,49132,85
37536,49913,85
37592,49541,90
37714,49201,90
38512,49110,85
38562,49477,90
39286,49469,88
39312,49223,87
39320,49983,85
39483,49987,89
39889,49732,90
40528,49409,83
40582,49416,86
40710,49587,87
41306,49819,83
41600,49361,88
41617,49231,87
41848,49074,84
42059,49220,90
42322,49301,84
42603,49945,88
42793,49350,84
43126,49503,81
43396,49800,88
43470,49364,86
43590,49005,90
44335,49008,87
44736,49508,81
45074,49974,90
45237,49983,86
45509,49274,89
45641,49730,90
45857,49169,89
46264,49719,82
46576,49253,81
46823,49755,90
47905,49268,86
48123,49801,86
48131,49064,82
48473,49842,90
48789,49625,88
48965,49878,89
49615,49372,89
49721,49483,87
50786,49398,87
50845,49378,84
51080,49221,89
51268,49795,90
51292,49251,81
51336,49316,84
51513,49798,89
51565,49555,88
51736,49017,90
51885,49072,87
51922,49303,88
52078,49953,81
52120,49631,88
52158,49388,84
52171,49555,87
52446,49154,85
52811,49706,86
52818,49043,86
52844,49016,88
52876,49902,87
52937,49159,87
53047,49531,86
54716,49405,87
54966,49935,89
55372,49261,84
55725,49545,88
55730,49182,86
55978,49980,88
56344,49861,89
56344,49862,87
56926,49317,90
56978,49325,88
57062,49227,86
57165,49126,89
57739,49474,88
57841,49992,86
57907,49785,85
59834,49412,86
60476,49926,81
61085,49632,84
61097,49352,82
61835,49096,83
62695,49949,90
62790,49623,82
63260,49396,87
63287,49710,83
63398,49961,86
63747,49071,90
63807,49178,83
63947,49739,82
64286,49689,90
64509,49231,89
64557,49047,89
64841,49237,83
65770,49570,84
65950,49162,83
66294,49558,86
66969,49446,89
67334,49061,85
68267,49049,86
69112,49238,88
69412,49860,90
69728,49935,85
69972,49613,83
70894,49800,83
71362,49575,86
72052,49501,82
72189,49551,82
73554,49580,87
73557,49581,85
73563,49900,90
73713,49040,82
74493,49201,87
75063,49691,84
75616,49701,89
75766,49545,90
76010,49510,84
76150,49732,84
76165,49898,87
76694,49942,82
77067,49904,82
78244,49998,88
79345,49345,81
79455,49588,90
79481,49256,89
79759,49065,88
80005,49155,90
80183,49380,83
80845,49572,86
80958,49462,87
81894,49259,82
82559,49884,89
82884,49935,84
83685,49256,87
84052,49329,90
84073,49728,85
84296,49799,82
84428,49215,81
84640,49983,85
85339,49056,90
86121,49100,81
86482,49452,90
87686,49066,84
87702,49761,88
87900,49340,85
88055,49535,83
89371,49227,88
89860,49643,90
90287,49990,87
90475,49290,86
90538,49156,84
91061,49914,88
91195,49855,86
91543,49947,87
91686,49896,88
91740,49261,90
91789,49941,85
92138,49944,85
92246,49111,85
92461,49130,84
92643,49671,89
92811,49031,85
93091,49947,87
93550,49361,90
93668,49098,87
94359,49096,87
94734,49660,81
95217,49133,89
95296,49354,81
95687,49312,88
95797,49186,86
96648,49443,89
97171,49187,90
97482,49764,90
97813,49480,89
97952,49474,86
98959,49882,82
100103,49519,89
100791,49748,86
101014,49330,87
101080,49604,88
101384,49401,90
101442,49080,84
101567,49375,82
103123,49935,89
103216,49626,84
103321,49282,88
104390,49241,88
105358,49971,90
105514,49627,87
105689,49957,82
106983,49486,90
107140,49297,81
107165,49758,90
107492,49687,89
107590,49917,88
108066,49222,86
108322,49932,86
109871,49654,86
109881,49819,86
110449,49782,85
110693,49751,85
111705,49173,88
112501,49190,88
112569,49978,88
112569,49978,87
112594,49239,85
115152,49502,90
115394,49045,83
117783,49674,89
118059,49627,83
118941,49271,89
119538,49868,87
119738,49501,83
121757,49893,86
122036,49260,88
122969,49580,90
123321,49220,84
123502,49653,89
123993,49770,89
123993,49772,90
124540,49193,90
124762,49446,84
126828,49922,88
127790,49315,82
128310,49264,82
129459,49220,85
130759,49302,82
130767,49987,84
131612,49128,88
132195,49438,84
132678,49347,90
133921,49838,81
134943,49728,89
135412,49788,83
135899,49044,88
137215,49315,88
138726,49966,86
140632,49546,90
143140,49491,90
144361,49306,86
144484,49003,88
144598,49868,86
145015,49130,81
145362,49361,87
146049,49034,88
146088,49426,90
147524,49075,81
148039,49976,89
149959,49980,83
150804,49205,85
151109,49572,89
151253,49038,87
151810,49235,88
152881,49420,84
153594,49768,89
154426,49067,90
155944,49591,83
155975,49097,84
159210,49141,86
161471,49417,84
162449,49055,85
165420,49609,87
167660,49376,87
168293,49460,86
169247,49956,85
169391,49077,87
169778,49974,83
169910,49506,86
171028,49375,88
171322,49375,81
172333,49241,90
173725,49106,83
174467,49809,81
174521,49628,87
176758,49094,90
177453,49232,86
179499,49912,90
180110,49585,86
181431,49682,89
182969,49501,89
186405,49888,84
189039,49183,87
196190,49663,87
196423,49473,88
199227,49688,89
203213,49140,87
203214,49140,85
204037,49478,89
205980,49135,82
208003,49950,83
209091,49219,89
209411,49695,87
210225,49469,81
212229,49374,88
212384,49623,90
212651,49454,87
214968,49299,81
215170,49838,90
215985,49869,89
216129,49297,84
217709,49286,89
217966,49586,84
220540,49124,84
221157,49683,86
221943,49559,84
222945,49098,81
223880,49135,88
224932,49843,85
226050,49931,85
226353,49672,87
226444,49485,90
227251,49355,87
228625,49893,86
230770,49655,90
230971,49523,88
231835,49761,90
232037,49757,90
232091,49659,90
234061,49249,89
234356,49892,90
235112,49836,87
235447,49446,85
236564,49767,83
238749,49861,82
239202,49012,90
239551,49168,83
239787,49781,90
240004,49838,81
240378,49978,88
242774,49427,90
242859,49899,87
242927,49963,82
243136,49472,82
244773,49222,86
245174,49792,90
245622,49588,83
246802,49951,88
247146,49416,89
247343,49258,90
247690,49204,88
248459,49499,84
250146,49166,87
251498,49154,88
251721,49057,85
252327,49043,88
253200,49852,90
254127,49989,87
254414,49160,90
255566,49423,88
256651,49202,86
257428,49709,83
257449,49267,82
257595,49198,89
259089,49568,90
260341,49763,90
